Emp_id,Name,gender,Department,Job Role,Age,Salary,Performance Score,Attendence_Percent,Work_Hour_Per_Month,Attrition,Joining Date,Location
161,Nolie Sives,Female,Sales,Manager,34,39634.71,4,98.55,176,yes,02-04-2025,Nashik
162,Gerianna Eveling,Agender,IT,Developer,34,84756.61,2,85.12,180,yes,12-29-2022,Aurangabad
163,Bard Jowsey,Male,IT,Analyst,28,43804.95,4,93.51,182,yes,7-17-2021,Nagpur
164,Theodore Barnett,Male,HR,Executive,26,60785.85,3,98.26,192,no,11-04-2019,Mumbai
165,June Fleeming,Non-binary,Sales,Executive,40,77023.86,1,84.35,184,yes,11-15-2016,Amravati
166,Ermentrude Buie,Female,IT,Developer,26,35803.33,4,89.4,178,no,04-10-2022,Solapur
167,Krystalle Ingold,Female,HR,Manager,39,69820.12,1,93.45,170,yes,12-13-2020,Pune
168,Yuri Muffett,Male,HR,Manager,26,74578.35,5,95.64,189,yes,3-14-2023,Aurangabad
169,Arte Hauger,Male,IT,Developer,35,50490.19,1,81.91,193,no,05-11-2023,Aurangabad
170,Theodor George,Male,IT,Executive,44,27271.56,4,93.17,197,yes,4-15-2015,Pune
171,Baillie O Mullen,Male,Sales,Executive,24,70363.69,3,96.37,167,yes,08-11-2018,Aurangabad
172,Blondy Suddell,Female,Finance,Developer,25,39057.33,4,98.38,184,yes,2-18-2022,Mumbai
173,Alberik Starsmore,Male,Sales,Manager,22,45796.55,3,96.76,174,yes,6-26-2020,Amravati
174,Roma Scrivinor,Male,Finance,Executive,36,72438.45,4,95.92,178,yes,01-06-2023,Solapur
175,Dianna Hulk,Female,IT,Developer,37,63561.94,5,92.32,187,no,07-11-2025,Mumbai
176,Sutherland Sallinger,Male,HR,Executive,24,89055.78,2,81.21,185,no,11-04-2016,Pune
177,Catherina Samson,Female,Finance,Manager,24,31860.16,2,80.26,175,yes,5-29-2018,Pune
178,Bard Bausor,Genderqueer,IT,Analyst,39,74270.17,4,87.32,170,no,3-21-2022,Aurangabad
179,Winnie Dumpleton,Female,IT,Executive,32,47416.48,4,83.31,163,yes,6-24-2019,Amravati
180,Kleon Ridder,Male,Finance,Manager,36,79090.19,2,84.5,198,yes,9-26-2015,Mumbai
181,Geneva Cornall,Female,Sales,Analyst,35,77410.84,5,90.07,166,no,9-23-2017,Nagpur
182,Consolata Louch,Female,HR,Manager,31,89905.59,5,81.75,155,yes,10-05-2022,Mumbai
183,Heinrik Murdoch,Male,Finance,Analyst,33,30080.25,1,94.42,189,no,9-16-2019,Amravati
184,Alphonso Roddell,Male,Finance,Manager,39,50544.77,4,99.82,188,no,11-27-2025,Nashik
185,Virge Potell,Male,IT,Manager,37,32159.39,1,81.68,170,no,04-04-2020,Solapur
186,Julia Matuszinski,Female,HR,Executive,27,89999.67,3,89.91,175,yes,7-22-2024,Nagpur
187,Horten Welsby,Male,HR,Developer,40,47701.72,5,91.4,151,no,11-13-2017,Pune
188,Egbert Domini,Male,Sales,Analyst,25,84284.38,1,95.38,192,yes,03-06-2017,Mumbai
189,Roth Rist,Male,HR,Developer,43,79523.06,1,81.33,191,no,3-13-2024,Pune
190,Gracie Coping,Female,Finance,Analyst,24,34162.69,4,90.84,162,no,3-23-2017,Solapur
191,Gwenneth Vayne,Female,Finance,Manager,25,30173.76,5,85.63,199,no,7-28-2022,Pune
192,Vale Mathevon,Female,HR,Executive,23,62139.46,3,86.1,187,yes,9-15-2015,Amravati
193,Barty Saddler,Male,Sales,Executive,28,82677.03,3,84.66,188,no,11-08-2020,Solapur
194,Patrice Jelkes,Female,Finance,Developer,23,46228,4,88.28,174,no,6-30-2024,Mumbai
195,Quill Happert,Male,Sales,Developer,35,44817.64,4,89.78,174,no,7-29-2017,Mumbai
196,Carlynne Boase,Non-binary,Sales,Developer,38,81236.12,5,84.2,173,yes,3-18-2019,Mumbai
197,Erina Ryles,Female,HR,Manager,30,35120.55,2,86.83,156,yes,12-04-2025,Mumbai
198,Raynell Steart,Female,Sales,Executive,27,67436.28,1,81.25,159,yes,4-19-2019,Mumbai
199,Haywood Bertomier,Male,IT,Analyst,34,71791.25,5,99.26,161,no,8-20-2022,Pune
200,Karry Compford,Female,IT,Manager,42,77899.51,2,95.91,170,no,07-10-2016,Nagpur
201,Rikki Lerner,Female,Finance,Developer,28,31529.59,4,82.06,184,yes,02-05-2024,Nashik
202,Isaiah Cromleholme,Male,Finance,Manager,27,57621.23,5,97.45,184,no,9-29-2022,Nagpur
203,Gamaliel Juschke,Male,Sales,Manager,45,85656.51,3,95.64,193,no,4-23-2016,Pune
204,Kristoforo MacGillacolm,Male,IT,Executive,32,26719.85,3,96.29,159,no,05-10-2015,Solapur
205,Barr Gealy,Male,Sales,Analyst,42,70031.47,2,88.81,158,yes,12-29-2016,Pune
206,Cyrillus Ewin,Male,Finance,Executive,38,86696.39,5,86.08,196,no,12-13-2025,Aurangabad
207,Aurea Mawford,Agender,HR,Executive,38,63696.08,4,91.8,198,no,12-02-2015,Aurangabad
208,Bob Sillett,Male,IT,Analyst,44,65476.75,1,87.04,167,no,7-29-2021,Nagpur
209,Danni Pennington,Female,HR,Analyst,38,28101.21,5,92.4,172,yes,08-09-2024,Nagpur
210,Aile Siemandl,Female,Sales,Executive,36,67445.43,5,80.35,187,no,9-18-2020,Nashik
211,Natal Beller,Male,Sales,Analyst,44,29584.33,1,85.79,154,yes,8-27-2016,Amravati
212,Andrej Ellershaw,Male,HR,Developer,27,44020.05,1,89.98,156,yes,7-25-2025,Solapur
213,Farly Calvard,Male,Sales,Manager,33,67946.2,1,85.08,180,yes,12-07-2024,Aurangabad
214,Cheston Grund,Male,IT,Developer,28,26200.98,4,94.01,196,yes,12-19-2025,Pune
215,Collin Kabisch,Male,Sales,Manager,27,71077.84,2,83.25,158,no,12-22-2015,Aurangabad
216,Cory Braunle,Male,Sales,Manager,40,37083.18,2,94.07,195,no,7-29-2025,Nagpur
217,Krissie Duerden,Female,HR,Executive,43,49054.32,4,93.46,190,yes,5-18-2016,Nashik
218,Wenda Columbell,Female,Finance,Developer,26,49901.24,5,96.44,193,yes,07-03-2015,Amravati
219,Lauren Hazart,Female,Sales,Analyst,39,25077.5,5,83.04,183,yes,10-15-2025,Nashik
220,Florri Hessentaler,Female,Finance,Manager,23,70720.38,4,90.77,200,no,8-24-2020,Nashik
221,Sheilah Loghan,Female,HR,Executive,42,36884.45,5,84.22,192,no,2-16-2025,Nashik
222,Ansley Hazeman,Female,IT,Executive,41,86595.84,5,83.88,171,yes,05-06-2025,Nashik
223,Averell Danjoie,Bigender,Finance,Analyst,36,52431.24,5,93.56,187,no,10-28-2020,Mumbai
224,Bernita Drewet,Female,HR,Analyst,31,34446.98,5,98.26,183,yes,7-14-2024,Solapur
225,Corny Illwell,Male,IT,Developer,27,76711.61,4,89.19,195,yes,01-08-2018,Mumbai
226,Dodie Bampford,Female,Sales,Developer,28,77255.86,4,81.8,192,yes,09-10-2023,Aurangabad
227,Rod Barrass,Male,Sales,Analyst,24,25421.09,5,94.54,175,yes,6-26-2020,Amravati
228,Sharity Shoebridge,Female,Sales,Developer,39,31669.13,3,88.3,189,no,05-02-2024,Nashik
229,Leola Riggeard,Female,Finance,Analyst,31,85681.91,4,95.49,179,yes,11-06-2020,Amravati
230,Solomon Ivkovic,Male,Finance,Developer,24,63665.51,5,95.59,185,yes,12-24-2022,Solapur
231,Giulia Filkin,Female,Finance,Manager,29,76325.55,4,80.29,184,no,07-04-2022,Amravati
232,Beatriz MacMeekan,Female,Finance,Manager,41,74415.82,2,81.24,178,no,04-12-2016,Pune
233,Cooper McCamish,Male,HR,Developer,25,68568.04,2,94.84,177,no,5-17-2018,Mumbai
234,Thorin Baptie,Male,Finance,Executive,35,49163.48,2,80.15,170,yes,2-20-2020,Pune
235,Solly Eplett,Male,IT,Executive,22,56125.73,1,92.47,161,yes,4-30-2020,Nagpur
236,Petronella Pollett,Female,HR,Developer,29,57784.66,3,91.58,161,no,08-09-2017,Amravati
237,Micky Brayfield,Male,Finance,Developer,23,65476.28,5,91.73,187,no,1-14-2022,Aurangabad
238,Hollis Canedo,Male,HR,Manager,26,54351.39,2,80.77,200,no,8-23-2022,Mumbai
239,Dolli Mourton,Female,Finance,Analyst,42,46487.44,1,93.01,196,no,9-24-2023,Solapur
240,Nathalia Sheerin,Female,HR,Executive,35,35193.56,3,96.81,161,no,4-14-2022,Nagpur
241,Noak Conkay,Male,Finance,Executive,26,34564.39,2,81.03,174,yes,5-30-2020,Pune
242,Des Grishagin,Male,Finance,Analyst,27,36492.46,3,97.47,183,no,08-08-2015,Nashik
243,Danny Whetson,Female,IT,Analyst,35,39736.37,5,93.14,197,no,6-19-2024,Solapur
244,Allegra Bezley,Female,Sales,Manager,30,29083.77,3,96.28,180,no,4-20-2024,Solapur
245,Freeman McHaffy,Male,HR,Executive,43,35053.65,1,85.39,176,yes,1-20-2017,Nagpur
246,Ryon Ranyell,Male,Sales,Analyst,34,44044.06,4,85.47,153,yes,10-16-2018,Solapur
247,Rosy Durrans,Female,Finance,Developer,30,62638.57,5,84.61,152,yes,4-22-2018,Solapur
248,Barris Cotman,Male,Sales,Analyst,36,57068.83,1,94.02,156,yes,3-23-2015,Solapur
249,Lisha Winfrey,Female,Finance,Manager,41,25229.01,5,86.79,179,no,02-05-2024,Amravati
250,Steve Echlin,Male,Sales,Developer,38,56433.46,1,89.33,166,yes,4-17-2023,Amravati
251,Sabina Whatmough,Female,HR,Executive,34,44926.06,3,90.26,199,no,06-04-2017,Amravati
252,Aloisia Clitheroe,Female,HR,Analyst,43,32099.96,4,91.12,156,yes,06-11-2025,Pune
253,Sydney Bonde,Female,IT,Developer,40,26605.8,2,83.84,165,yes,08-04-2024,Mumbai
254,Lucinda Cano,Female,HR,Analyst,36,55527.65,5,98.39,168,yes,05-02-2019,Solapur
255,Nathanil McNiven,Male,HR,Developer,40,46231.97,2,83.37,172,no,12-06-2015,Solapur
256,Phillida Kellard,Female,IT,Executive,37,26973.53,4,96.54,173,no,09-02-2024,Pune
257,Dave Mersey,Male,Finance,Manager,34,70149.84,2,88.99,177,yes,11-16-2020,Mumbai
258,Sigrid Sangra,Female,IT,Analyst,35,82252.78,5,88.99,169,no,6-24-2020,Nashik
259,Faye Varley,Female,IT,Manager,41,66791.23,4,93.01,158,no,4-16-2015,Aurangabad
260,Lawrence MacGillicuddy,Male,IT,Analyst,28,26962.97,3,83.03,192,no,02-07-2025,Nagpur
261,Ammamaria Dash,Female,Finance,Manager,37,54109.54,4,82.12,196,yes,4-23-2022,Solapur
262,Dewitt Robertson,Male,Sales,Analyst,26,85282.87,3,89.08,195,no,11-13-2016,Pune
263,Shelley Grewe,Genderqueer,HR,Manager,33,67971.53,3,83.19,150,no,02-05-2016,Solapur
264,Lucinda Marklow,Female,Sales,Manager,45,57316.96,4,92.44,161,yes,5-25-2016,Nashik
265,Gradeigh Davie,Male,Finance,Manager,30,56003.15,5,82.89,168,no,11-06-2018,Amravati
266,Bastian Ert,Male,Finance,Analyst,44,82185.7,2,90.12,160,no,08-12-2025,Amravati
